kernel,source,source_token,standalone_c,fixture_scalar_types,fixture_shape_macros,operation_summary,reviewed_semantic_family,current_match,current_match_scope,current_implementation_class,current_implementation_detail,counts_as_library_reuse,linalg_ops,residual_loops,closest_library,closest_api,relationship,whole_kernel_coverage,semantic_constraints,rank_layout_constraints,required_compiler_work,confidence,priority,notes,evidence_url,alternative_libraries,current_backend_support,compiler_gap_class
aten_gather_expanded_index_cpu,aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,gather_expanded_index_kernel,issues/aten_c_kernels/aten_gather_expanded_index_cpu.c,float/int,R=32; K=64; S=128,indexed_data_movement: gather_expanded_index_kernel,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_gcd_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,gcd_kernel,issues/aten_c_kernels/aten_gcd_i32.c,int,N=4096,compound_or_specialized: gcd_kernel,compound_or_specialized,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,1,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,finish raising residual loops; then retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,RAISING_THEN_LIBRARY_LOWERING
aten_ge,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,ge_kernel,issues/aten_c_kernels/aten_ge.c,float,N=4096,pointwise: ge_kernel,pointwise,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_grid_sampler_2d_backward_cpu,aten/src/ATen/native/cpu/GridSamplerKernel.cpp,grid_sampler_2d_backward_cpu_kernel_impl,issues/aten_c_kernels/aten_grid_sampler_2d_backward_cpu.c,float,B=1; C=3; IH=8; IW=8; OH=6; OW=6,resampling: grid_sampler_2d_backward_kernel_impl,resampling,"cudnnPointwiseGraph_f32,memset_zero_1D_f32",PARTIAL_STAGE_ONLY,LIBRARY_API_COMPOSITION,public vendor API or vendor operation graph; CUDA copy or memset runtime primitive,yes,4,4,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,finish raising residual loops; then specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_grid_sampler_2d_cpu,aten/src/ATen/native/cpu/GridSamplerKernel.cpp,grid_sampler_2d_cpu_kernel_impl,issues/aten_c_kernels/aten_grid_sampler_2d_cpu.c,float,B=1; C=3; IH=8; IW=8; OH=6; OW=6,resampling: grid_sampler_2d_kernel_impl,resampling,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_grid_sampler_2d_fallback_cpu,aten/src/ATen/native/GridSampler.cpp,_grid_sampler_2d_cpu_fallback,issues/aten_c_kernels/aten_grid_sampler_2d_fallback_cpu.c,float/int,N=256,resampling: _grid_sampler_2d_fallback,resampling,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_grid_sampler_2d_quantized_cpu,aten/src/ATen/native/GridSampler.cpp,_grid_sampler_2d_cpu_quantized,issues/aten_c_kernels/aten_grid_sampler_2d_quantized_cpu.c,float/int,N=256,resampling: _grid_sampler_2d_quantized,resampling,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_grid_sampler_3d_backward_cpu,aten/src/ATen/native/GridSampler.cpp,grid_sampler_3d_backward_cpu_impl,issues/aten_c_kernels/aten_grid_sampler_3d_backward_cpu.c,float,B=1; C=2; ID=6; IH=7; IW=8; OD=4; OH=5; OW=6,resampling: grid_sampler_3d_backward_impl,resampling,,NONE,NO_IMPLEMENTATION,no emitted launch,no,0,8,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,finish raising residual loops; then specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_grid_sampler_3d_cpu,aten/src/ATen/native/GridSampler.cpp,grid_sampler_3d_cpu_impl,issues/aten_c_kernels/aten_grid_sampler_3d_cpu.c,float,B=1; C=2; ID=6; IH=7; IW=8; OD=4; OH=5; OW=6,resampling: grid_sampler_3d_impl,resampling,memset_zero_2D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,2,2,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,finish raising residual loops; then specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_group_norm_backward_cpu,aten/src/ATen/native/cpu/group_norm_kernel.cpp,GroupNormBackwardKernelImpl,issues/aten_c_kernels/aten_group_norm_backward_cpu.c,float,B=4; G=4; CPG=2; S=16,normalization: GroupNormBackwardKernelImpl,normalization,,NONE,NO_IMPLEMENTATION,no emitted launch,no,4,3,cuDNN,Batch/Layer/Group normalization graph,EXACT_GRAPH_IF_SUPPORTED,whole for supported normalization; otherwise normalization stages,"epsilon, training/inference, saved statistics, unbiased variance and backward outputs",cuDNN normalization layout/type/alignment restrictions,finish raising residual loops; then normalization semantic matcher + cuDNN graph-plan backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_group_norm_cpu,aten/src/ATen/native/cpu/group_norm_kernel.cpp,GroupNormKernelImpl,issues/aten_c_kernels/aten_group_norm_cpu.c,float,B=4; G=4; CPG=2; S=16,normalization: GroupNormKernelImpl,normalization,,NONE,NO_IMPLEMENTATION,no emitted launch,no,3,2,cuDNN,Batch/Layer/Group normalization graph,EXACT_GRAPH_IF_SUPPORTED,whole for supported normalization; otherwise normalization stages,"epsilon, training/inference, saved statistics, unbiased variance and backward outputs",cuDNN normalization layout/type/alignment restrictions,finish raising residual loops; then normalization semantic matcher + cuDNN graph-plan backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_gt,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,gt_kernel,issues/aten_c_kernels/aten_gt.c,float,N=4096,pointwise: gt_kernel,pointwise,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_heaviside,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,heaviside_kernel,issues/aten_c_kernels/aten_heaviside.c,float,N=4096,pointwise_formula: heaviside_kernel,pointwise_formula,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_hermite_polynomial_h,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,hermite_polynomial_h_kernel,issues/aten_c_kernels/aten_hermite_polynomial_h.c,float,N=4096,special_function: hermite_polynomial_h_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_hermite_polynomial_he,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,hermite_polynomial_he_kernel,issues/aten_c_kernels/aten_hermite_polynomial_he.c,float,N=4096,special_function: hermite_polynomial_he_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_histogramdd_cpu,aten/src/ATen/native/cpu/HistogramKernel.cpp,histogramdd_kernel_impl,issues/aten_c_kernels/aten_histogramdd_cpu.c,float,N=4096; B0=16; B1=12,histogram_count: histogramdd_kernel_impl,histogram_count,memset_zero_2D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,1,1,CUB,DeviceHistogram or DeviceReduce,SUBSET_WITH_CONSTRAINTS,whole for supported binning/reduction,"bin-edge inclusivity, out-of-range/NaN handling and weighted/multidimensional bins",supported sample/bin types; histogramdd may require linearized keys,finish raising residual loops; then histogram matcher + CUB backend + semantic guards,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_histogramdd_linear_cpu,aten/src/ATen/native/cpu/HistogramKernel.cpp,histogramdd_linear_kernel_impl,issues/aten_c_kernels/aten_histogramdd_linear_cpu.c,float/int,N=4096; B0=16; B1=12,histogram_count: histogramdd_linear_kernel_impl,histogram_count,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,1,1,CUB,DeviceHistogram or DeviceReduce,SUBSET_WITH_CONSTRAINTS,whole for supported binning/reduction,"bin-edge inclusivity, out-of-range/NaN handling and weighted/multidimensional bins",supported sample/bin types; histogramdd may require linearized keys,finish raising residual loops; then histogram matcher + CUB backend + semantic guards,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_host_softmax_backward_cpu,aten/src/ATen/native/SoftMax.cpp,host_softmax_backward,issues/aten_c_kernels/aten_host_softmax_backward_cpu.c,float,R=32; K=64,softmax: host_softmax_backward,softmax,"cublasSdot,cudnnPointwiseGraph_f32",PARTIAL_STAGE_ONLY,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,2,1,cuDNN,Softmax forward/backward,EXACT_FIXED_CALL,whole,"axis, log-softmax mode, scaling and NaN behavior",dense regular tensor/axis flattening,finish raising residual loops; then softmax axis matcher + general resident wrapper,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_host_softmax_cpu,aten/src/ATen/native/SoftMax.cpp,host_softmax,issues/aten_c_kernels/aten_host_softmax_cpu.c,float,R=32; K=64,softmax: host_softmax,softmax,cudnnSoftmaxForwardOut_tensor,PARTIAL_STAGE_ONLY,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,3,1,cuDNN,Softmax forward/backward,EXACT_FIXED_CALL,whole,"axis, log-softmax mode, scaling and NaN behavior",dense regular tensor/axis flattening,finish raising residual loops; then softmax axis matcher + general resident wrapper,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_i0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,i0_kernel,issues/aten_c_kernels/aten_i0.c,float,N=4096,special_function: i0_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_i0e,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,i0e_kernel,issues/aten_c_kernels/aten_i0e.c,float,N=4096,special_function: i0e_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_i1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,i1_kernel,issues/aten_c_kernels/aten_i1.c,float,N=4096,special_function: i1_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_i1e,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,i1e_kernel,issues/aten_c_kernels/aten_i1e.c,float,N=4096,special_function: i1e_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_ifftshift_cpu,aten/src/ATen/native/SpectralOps.cpp,fft_ifftshift,issues/aten_c_kernels/aten_ifftshift_cpu.c,float,N=255,cyclic_shift: fft_ifftshift,cyclic_shift,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no fixed public NVIDIA library call,NO_PUBLIC_LIBRARY_EQUIVALENT,none,modular wraparound indexing is not a cuTENSOR affine-mode permutation,not applicable,retain the Linalg computation and use conventional GPU lowering,HIGH,NONE,,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_igamma,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,igamma_kernel,issues/aten_c_kernels/aten_igamma.c,float,N=4096,random_distribution: igamma_kernel,random_distribution,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_igammac,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,igammac_kernel,issues/aten_c_kernels/aten_igammac.c,float,N=4096,random_distribution: igammac_kernel,random_distribution,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_index_copy_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,index_copy_kernel,issues/aten_c_kernels/aten_index_copy_cpu.c,float/int,R=32; K=64; S=128,indexed_data_movement: index_copy_kernel,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,0,2,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_index_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,index_kernel,issues/aten_c_kernels/aten_index_cpu.c,float/int,R=32; K=64; S=128,indexed_data_movement: index_kernel,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_index_fill_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,index_fill_kernel,issues/aten_c_kernels/aten_index_fill_cpu.c,float/int,R=32; K=64; S=128,indexed_data_movement: index_fill_kernel,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,0,2,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_index_put_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,index_put_kernel,issues/aten_c_kernels/aten_index_put_cpu.c,float/int,R=32; K=64; S=128,indexed_data_movement: index_put_kernel,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,0,1,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_index_put_impl_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,_index_put_impl_,issues/aten_c_kernels/aten_index_put_impl_cpu.c,float/int,N=512,indexed_data_movement: _index_put_impl_,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,0,1,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_index_reduce_impl_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,index_reduce_func_impl,issues/aten_c_kernels/aten_index_reduce_impl_cpu.c,float/int,N=512; O=64,indexed_scatter_reduce: index_reduce_func_impl,indexed_scatter_reduce,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,1,1,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_index_select_dim1_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,index_select_out_cpu_dim1_,issues/aten_c_kernels/aten_index_select_dim1_cpu.c,float/int,R=32; C=64; K=16,indexed_data_movement: index_select_dim1_,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_index_select_out_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,index_select_out_cpu_,issues/aten_c_kernels/aten_index_select_out_cpu.c,float/int,R=32; C=64; K=16,indexed_data_movement: index_select_,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
