kernel,time_us,status,metric,timing,shape,hardware,framework,date,raw_result
aten_div_trunc,418.912,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_div_trunc torch_cpu_us=418.912 timing=sync_wall shape='N=4194304'
aten_dot,5295.680,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_dot torch_cpu_us=5295.680 timing=sync_wall shape='N=4194304'
aten_dropout_feature_noise_cpu,,SKIP,torch_cpu_us,unspecified,B=32_C=64_H=64_W=64,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_dropout_feature_noise_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='B=32_C=64_H=64_W=64'
aten_elu,429.440,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_elu torch_cpu_us=429.440 timing=sync_wall shape='N=4194304'
aten_elu_backward,727.424,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_elu_backward torch_cpu_us=727.424 timing=sync_wall shape='N=4194304'
aten_embedding_bag_counts_cpu,44158.336,PASS,torch_cpu_us,sync_wall,N=16777216_E=65536,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_embedding_bag_counts_cpu torch_cpu_us=44158.336 timing=sync_wall shape='N=16777216_E=65536'
aten_equal_cpu,1000.384,PASS,torch_cpu_us,sync_wall,N=8388608,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_equal_cpu torch_cpu_us=1000.384 timing=sync_wall shape='N=8388608'
aten_erf,2366.784,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_erf torch_cpu_us=2366.784 timing=sync_wall shape='N=4194304'
aten_erfc,7182.624,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_erfc torch_cpu_us=7182.624 timing=sync_wall shape='N=4194304'
aten_exp,1022.208,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_exp torch_cpu_us=1022.208 timing=sync_wall shape='N=4194304'
aten_exp2,749.920,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_exp2 torch_cpu_us=749.920 timing=sync_wall shape='N=4194304'
aten_expm1,3028.768,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_expm1 torch_cpu_us=3028.768 timing=sync_wall shape='N=4194304'
aten_exponential_cpu,116620.864,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_exponential_cpu torch_cpu_us=116620.864 timing=sync_wall shape='N=4194304'
aten_fast_cat_dim0_cpu,,SKIP,torch_cpu_us,unspecified,B=256_N=16383,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fast_cat_dim0_cpu torch_cpu_us=SKIP err=missing_native_fixture_adapter:fast_cat_dim0 shape='B=256_N=16383'
aten_flatten_nd_linear_cpu,,SKIP,torch_cpu_us,unspecified,B=80_K=322_M=161_N=241,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_flatten_nd_linear_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='B=80_K=322_M=161_N=241'
aten_flip_tensor_transform_cpu,,SKIP,torch_cpu_us,unspecified,C=2897_R=1448,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_flip_tensor_transform_cpu torch_cpu_us=SKIP err=missing_native_fixture_adapter:flip shape='C=2897_R=1448'
aten_floor,423.552,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_floor torch_cpu_us=423.552 timing=sync_wall shape='N=4194304'
aten_fmax,692.768,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fmax torch_cpu_us=692.768 timing=sync_wall shape='N=4194304'
aten_fmin,682.240,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fmin torch_cpu_us=682.240 timing=sync_wall shape='N=4194304'
aten_fmod,1855.008,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fmod torch_cpu_us=1855.008 timing=sync_wall shape='N=4194304'
aten_fp16_dot_cpu,,SKIP,torch_cpu_us,unspecified,K=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fp16_dot_cpu torch_cpu_us=SKIP err=missing_native_fixture_adapter:fp16_dot shape='K=4194304'
aten_fp16_gemv_f16arith_cpu,,SKIP,torch_cpu_us,unspecified,K=2509_M=1672,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fp16_gemv_f16arith_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=2509_M=1672'
aten_fp16_gemv_f32arith_cpu,,SKIP,torch_cpu_us,unspecified,K=2509_M=1672,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fp16_gemv_f32arith_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=2509_M=1672'
aten_fp16_gemv_notrans_cpu,,SKIP,torch_cpu_us,unspecified,K=2509_M=1672,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fp16_gemv_notrans_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=2509_M=1672'
aten_fp16_gemv_trans_cpu,,SKIP,torch_cpu_us,unspecified,K=2897_M=1448,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fp16_gemv_trans_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=2897_M=1448'
aten_frac,419.776,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_frac torch_cpu_us=419.776 timing=sync_wall shape='N=4194304'
aten_fractional_max_pool2d_cpu,3466.272,PASS,torch_cpu_us,sync_wall,B=19_C=28_IH=84_IW=93_OH=37_OW=47,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fractional_max_pool2d_cpu torch_cpu_us=3466.272 timing=sync_wall shape='B=19_C=28_IH=84_IW=93_OH=37_OW=47'
aten_fractional_max_pool3d_cpu,4944.352,PASS,torch_cpu_us,sync_wall,B=5_C=10_ID=39_IH=44_IW=49_OD=15_OH=19_OW=24,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_fractional_max_pool3d_cpu torch_cpu_us=4944.352 timing=sync_wall shape='B=5_C=10_ID=39_IH=44_IW=49_OD=15_OH=19_OW=24'
aten_gamma_transform_cpu,279151.104,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gamma_transform_cpu torch_cpu_us=279151.104 timing=sync_wall shape='N=4194304'
aten_gelu,826.944,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gelu torch_cpu_us=826.944 timing=sync_wall shape='N=4194304'
aten_gelu_backward_cpu_exact,6703.136,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gelu_backward_cpu_exact torch_cpu_us=6703.136 timing=sync_wall shape='N=4194304'
aten_gelu_backward_cpu_tanh,4458.752,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gelu_backward_cpu_tanh torch_cpu_us=4458.752 timing=sync_wall shape='N=4194304'
aten_gelu_cpu_exact,817.056,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gelu_cpu_exact torch_cpu_us=817.056 timing=sync_wall shape='N=4194304'
aten_gelu_cpu_tanh,13957.440,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gelu_cpu_tanh torch_cpu_us=13957.440 timing=sync_wall shape='N=4194304'
aten_gemm_notrans_cpu,,SKIP,torch_cpu_us,unspecified,K=1869_M=1496_N=2243,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gemm_notrans_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=1869_M=1496_N=2243'
aten_gemm_transa_cpu,,SKIP,torch_cpu_us,unspecified,K=1869_M=1496_N=2243,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gemm_transa_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=1869_M=1496_N=2243'
aten_gemm_transab_cpu,,SKIP,torch_cpu_us,unspecified,K=1869_M=1496_N=2243,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gemm_transab_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=1869_M=1496_N=2243'
aten_gemm_transb_cpu,,SKIP,torch_cpu_us,unspecified,K=1869_M=1496_N=2243,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gemm_transb_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=1869_M=1496_N=2243'
aten_geometric_cpu,101323.392,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_geometric_cpu torch_cpu_us=101323.392 timing=sync_wall shape='N=4194304'
aten_glu,1156.480,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_glu torch_cpu_us=1156.480 timing=sync_wall shape='N=4194304'
aten_glu_backward,2331.936,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_glu_backward torch_cpu_us=2331.936 timing=sync_wall shape='N=4194304'
aten_glu_jvp,5780.128,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_glu_jvp torch_cpu_us=5780.128 timing=sync_wall shape='N=4194304'
aten_gradient_cpu,1932.992,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gradient_cpu torch_cpu_us=1932.992 timing=sync_wall shape='N=4194304'
aten_gradient_float_cpu,,SKIP,torch_cpu_us,unspecified,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_gradient_float_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='N=4194304'
aten_hardshrink,412.832,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hardshrink torch_cpu_us=412.832 timing=sync_wall shape='N=4194304'
aten_hardsigmoid,415.552,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hardsigmoid torch_cpu_us=415.552 timing=sync_wall shape='N=4194304'
aten_hardsigmoid_backward,696.672,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hardsigmoid_backward torch_cpu_us=696.672 timing=sync_wall shape='N=4194304'
aten_hardswish,419.936,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hardswish torch_cpu_us=419.936 timing=sync_wall shape='N=4194304'
aten_hardswish_backward,700.544,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hardswish_backward torch_cpu_us=700.544 timing=sync_wall shape='N=4194304'
aten_hardtanh,429.568,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hardtanh torch_cpu_us=429.568 timing=sync_wall shape='N=4194304'
aten_hardtanh_backward,712.960,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hardtanh_backward torch_cpu_us=712.960 timing=sync_wall shape='N=4194304'
aten_histogram_select_outer_bin_edges_cpu,,SKIP,torch_cpu_us,unspecified,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_histogram_select_outer_bin_edges_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='N=4194304'
aten_host_softmax_backward_cpu,676.000,PASS,torch_cpu_us,sync_wall,R=65536_K=64,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_host_softmax_backward_cpu torch_cpu_us=676.000 timing=sync_wall shape='R=65536_K=64'
aten_host_softmax_cpu,1453.152,PASS,torch_cpu_us,sync_wall,K=2897_R=1448,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_host_softmax_cpu torch_cpu_us=1453.152 timing=sync_wall shape='K=2897_R=1448'
aten_hspmm_cpu,138.976,PASS,torch_cpu_us,sync_wall,R=64_C=4096_N=4096,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hspmm_cpu torch_cpu_us=138.976 timing=sync_wall shape='R=64_C=4096_N=4096'
aten_huber_backward,723.392,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_huber_backward torch_cpu_us=723.392 timing=sync_wall shape='N=4194304'
aten_huber_elementwise,723.968,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_huber_elementwise torch_cpu_us=723.968 timing=sync_wall shape='N=4194304'
aten_hypot,2660.480,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_hypot torch_cpu_us=2660.480 timing=sync_wall shape='N=4194304'
aten_im2col,224.992,PASS,torch_cpu_us,sync_wall,B=4_C=8_H=128_W=128_KH=3_KW=3,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_im2col torch_cpu_us=224.992 timing=sync_wall shape='B=4_C=8_H=128_W=128_KH=3_KW=3'
aten_int_mm_out_cpu,43150.144,PASS,torch_cpu_us,sync_wall,M=512_N=512_K=1024,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_int_mm_out_cpu torch_cpu_us=43150.144 timing=sync_wall shape='M=512_N=512_K=1024'
aten_joint_scaling_cpu,,SKIP,torch_cpu_us,unspecified,N=16777216,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_joint_scaling_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='N=16777216'
aten_kron_impl_cpu,,SKIP,torch_cpu_us,unspecified,A=256_B=128_C=32_D=32,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_kron_impl_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='A=256_B=128_C=32_D=32'
aten_kron_out_cpu,,SKIP,torch_cpu_us,unspecified,A=256_B=128_C=32_D=32,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_kron_out_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='A=256_B=128_C=32_D=32'
aten_layer_norm,7300.512,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_layer_norm torch_cpu_us=7300.512 timing=sync_wall shape='N=4194304'
aten_layer_norm_backward_cpu,1104.000,PASS,torch_cpu_us,sync_wall,B=1024_D=4095,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_layer_norm_backward_cpu torch_cpu_us=1104.000 timing=sync_wall shape='B=1024_D=4095'
aten_layer_norm_cpu_backend,670.304,PASS,torch_cpu_us,sync_wall,B=1024_D=4095,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_layer_norm_cpu_backend torch_cpu_us=670.304 timing=sync_wall shape='B=1024_D=4095'
aten_leaky_relu,418.560,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_leaky_relu torch_cpu_us=418.560 timing=sync_wall shape='N=4194304'
aten_lerp,715.680,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_lerp torch_cpu_us=715.680 timing=sync_wall shape='N=4194304'
aten_lerp_scalar,714.720,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_lerp_scalar torch_cpu_us=714.720 timing=sync_wall shape='N=4194304'
aten_lerp_scalar_cpu,715.840,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_lerp_scalar_cpu torch_cpu_us=715.840 timing=sync_wall shape='N=4194304'
aten_lerp_tensor_cpu,1013.696,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_lerp_tensor_cpu torch_cpu_us=1013.696 timing=sync_wall shape='N=4194304'
aten_linear_combination_cpu,793.344,PASS,torch_cpu_us,sync_wall,N=1048575,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_linear_combination_cpu torch_cpu_us=793.344 timing=sync_wall shape='N=1048575'
aten_log,1876.640,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_log torch_cpu_us=1876.640 timing=sync_wall shape='N=4194304'
aten_log10,2057.824,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_log10 torch_cpu_us=2057.824 timing=sync_wall shape='N=4194304'
aten_log1p,2031.456,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_log1p torch_cpu_us=2031.456 timing=sync_wall shape='N=4194304'
aten_log2,2094.880,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_log2 torch_cpu_us=2094.880 timing=sync_wall shape='N=4194304'
aten_log_normal_cpu,200453.472,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_log_normal_cpu torch_cpu_us=200453.472 timing=sync_wall shape='N=4194304'
aten_log_sigmoid_backward_cpu,1004.128,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_log_sigmoid_backward_cpu torch_cpu_us=1004.128 timing=sync_wall shape='N=4194304'
aten_log_sigmoid_cpu,10166.912,PASS,torch_cpu_us,sync_wall,N=8388608,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_log_sigmoid_cpu torch_cpu_us=10166.912 timing=sync_wall shape='N=8388608'
aten_logaddexp,4634.592,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_logaddexp torch_cpu_us=4634.592 timing=sync_wall shape='N=4194304'
aten_logaddexp2,3913.344,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_logaddexp2 torch_cpu_us=3913.344 timing=sync_wall shape='N=4194304'
aten_logit,2192.736,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_logit torch_cpu_us=2192.736 timing=sync_wall shape='N=4194304'
aten_logit_backward,702.016,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_logit_backward torch_cpu_us=702.016 timing=sync_wall shape='N=4194304'
aten_masked_scale,1549.280,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_masked_scale torch_cpu_us=1549.280 timing=sync_wall shape='N=4194304'
aten_max_all_cpu,180.832,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_max_all_cpu torch_cpu_us=180.832 timing=sync_wall shape='N=4194304'
aten_max_pool2d,4592.032,PASS,torch_cpu_us,sync_wall,B=16_C=32_H=128_W=128_K=2_S=2,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_max_pool2d torch_cpu_us=4592.032 timing=sync_wall shape='B=16_C=32_H=128_W=128_K=2_S=2'
aten_max_reduce_cpu,180.128,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_max_reduce_cpu torch_cpu_us=180.128 timing=sync_wall shape='N=4194304'
aten_max_values_cpu,277.088,PASS,torch_cpu_us,sync_wall,K=2897_R=1448,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_max_values_cpu torch_cpu_us=277.088 timing=sync_wall shape='K=2897_R=1448'
aten_maximum,715.424,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_maximum torch_cpu_us=715.424 timing=sync_wall shape='N=4194304'
aten_mean,490.272,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mean torch_cpu_us=490.272 timing=sync_wall shape='N=4194304'
aten_min_all_cpu,195.584,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_min_all_cpu torch_cpu_us=195.584 timing=sync_wall shape='N=4194304'
aten_min_reduce_cpu,184.672,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_min_reduce_cpu torch_cpu_us=184.672 timing=sync_wall shape='N=4194304'
aten_min_values_cpu,287.872,PASS,torch_cpu_us,sync_wall,K=2897_R=1448,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_min_values_cpu torch_cpu_us=287.872 timing=sync_wall shape='K=2897_R=1448'
aten_minimum,717.344,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_minimum torch_cpu_us=717.344 timing=sync_wall shape='N=4194304'
aten_mish,9061.024,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mish torch_cpu_us=9061.024 timing=sync_wall shape='N=4194304'
aten_mish_backward,10156.960,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mish_backward torch_cpu_us=10156.960 timing=sync_wall shape='N=4194304'
aten_mm,1561.920,PASS,torch_cpu_us,sync_wall,M=512_N=512_K=512,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mm torch_cpu_us=1561.920 timing=sync_wall shape='M=512_N=512_K=512'
aten_mse_backward,1212.512,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mse_backward torch_cpu_us=1212.512 timing=sync_wall shape='N=4194304'
aten_mse_elementwise,731.456,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mse_elementwise torch_cpu_us=731.456 timing=sync_wall shape='N=4194304'
aten_mse_loss,1040.896,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mse_loss torch_cpu_us=1040.896 timing=sync_wall shape='N=4194304'
aten_mul,686.752,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mul torch_cpu_us=686.752 timing=sync_wall shape='N=4194304'
aten_mv,480.832,PASS,torch_cpu_us,sync_wall,M=4096_K=1024,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_mv torch_cpu_us=480.832 timing=sync_wall shape='M=4096_K=1024'
